;CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;DT_INI_EXERC;COLUNA_DF;con_ind;tipo_dem;base
96342;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.03.02;Obrigações Fiscais Estaduais;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96344;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.03.03;Obrigações Fiscais Municipais;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96346;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.03.04;Depósitos de terceiros;427425.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96348;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04;Provisões Técnicas;8646813.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96350;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.01;Seguros e Resseguros;8646813.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96352;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.01.01;Em Moeda Nacional;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96354;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.01.02;Em Moeda Estrangeira;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96356;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.01.03;Provisão de prêmios não ganhos;2147178.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96358;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.01.04;Sinistros a liquidar;4222132.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96360;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.01.05;Provisão de sinistros ocorridos mas não avisados;1999068.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96362;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.01.06;Outras Provisões;278435.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96364;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.02;Previdência Complementar;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96366;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.03;Capitalização;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96368;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.04.04;Outras Provisões;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96370;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.05;Outros Débitos;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96372;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.05.01;Passivos com Partes Relacionadas;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96374;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.05.02;Outros;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96376;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.05.04;Riscos vigentes emitidos;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96378;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.05.05;Riscos vigentes não emitidos;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96380;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.05.06;Sinistros a liquidar;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96382;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.05.07;Provisão de sinistros ocorridos mas não avisados;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96384;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.05.08;Outras provisões;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96386;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.06;Passivos sobre Ativos Não Correntes a Venda e Descontinuados;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96388;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.06.01;Passivos sobre Ativos Não Correntes a Venda;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96390;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.06.02;Passivos sobre Ativos de Operações Descontinuadas;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96392;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02;Passivo Não Circulante;1080059.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96394;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01;Passivo Exigível a Longo Prazo;1080059.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96396;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.01;Contas a Pagar;861960.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96398;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.01.01;Em Moeda Nacional;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96400;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.01.02;Em Moeda Estrangeira;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96402;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.01.03;Provisões para Impostos e contribuições;435264.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96404;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.01.04;Provisões para benefícios pós-emprego;412920.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96406;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.01.05;Outras contas a pagar;13776.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96408;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.02;Débitos das Operações;789.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96410;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.02.01;Outros débitos operacionais;789.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96412;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.03;Provisões Técnicas;158665.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96414;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.03.01;Seguros e Resseguros;158665.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96416;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.03.02;Previdência Complementar;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96418;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.03.03;Capitalização;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96420;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.03.04;Outras Provisões;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96422;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.04;Outros Passivos;58645.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96424;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.04.01;Contingências fiscais;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96426;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.04.02;Contingências cíveis e trabalhistas;58645.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96428;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.04.03;Contingências previdenciárias;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96430;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.04.04;Outras provisões;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96432;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.05;Tributos Diferidos;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96434;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.06;Passivos sobre Ativos Não Correntes a Venda e Descontinuados;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96436;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.06.01;Passivos sobre Ativos Não Correntes a Venda;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96438;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.06.02;Passivos sobre Ativos de Operações Descontinuadas;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96440;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.07;Lucros e Receitas a Apropriar;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96442;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.07.01;Lucros a Apropriar;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96444;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.07.02;Receitas a Apropriar;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96446;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.07.03;Subvenções de Investimento a Apropriar;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96448;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.02.01.08;Adiantamento para Futuro Aumento Capital;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96450;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03;Patrimônio Líquido;4000780.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96452;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.01;Capital Social Realizado;1953080.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96454;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.02;Reservas de Capital;-12956.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96456;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.02.01;Ágio na Emissão de Ações;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96458;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.02.02;Reserva Especial de Ágio na Incorporação;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96460;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.02.03;Alienação de Bônus de Subscrição;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96462;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.02.04;Opções Outorgadas;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96464;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.02.05;Ações em Tesouraria;-12956.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96466;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.02.06;Adiantamento para Futuro Aumento Capital;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96468;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.02.07;Ágio em transações de capital;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96470;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.03;Reservas de Reavaliação;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96472;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.03.01;Ativos Próprios;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96474;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.03.02;Controladas/Coligadas;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96476;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04;Reservas de Lucros;2174037.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96478;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.01;Reserva Legal;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96480;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.02;Reserva Estatutária;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96482;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.03;Reserva para Contingências;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96484;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.04;Reserva de Lucros a Realizar;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96486;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.05;Reserva de Retenção de Lucros;1595109.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96488;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96490;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.07;Reserva de Incentivos Fiscais;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96492;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.08;Dividendo Adicional Proposto;578928.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96494;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.09;Ações em Tesouraria;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96496;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.04.10;Reserva de Reinvestimentos;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96498;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.05;Lucros/Prejuízos Acumulados;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96500;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.06;Ajustes de Avaliação Patrimonial;-113381.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96502;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.06.01;Ajustes de avaliação patrimonial;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96504;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.07;Ajustes Acumulados de Conversão;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
96506;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.07.01;Ações em Tesouraria;0.0;N;;;DF Individual;Balanço Patrimonial Passivo;dfp
96508;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.03.08;Outros Resultados Abrangentes;0.0;S;;;DF Individual;Balanço Patrimonial Passivo;dfp
305;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-12-31;6.01;Caixa Líquido Atividades Operacionais;-557281.0;S;2018-01-01;;DF Consolidado;Demonstração do Fluxo de Caixa (Método Direto);dfp
307;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-12-31;6.01.01;Recebimentos de prêmios de seguro, contribuições de previdência e taxas de gestão e outras;5528840.0;N;2018-01-01;;DF Consolidado;Demonstração do Fluxo de Caixa (Método Direto);dfp
309;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-12-31;6.01.02;Recuperações de sinistros e comissões;900235.0;N;2018-01-01;;DF Consolidado;Demonstração do Fluxo de Caixa (Método Direto);dfp
311;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-12-31;6.01.03;Outros recebimentos operacionais (Salvados, Ressarcimentos e outros);525396.0;N;2018-01-01;;DF Consolidado;Demonstração do Fluxo de Caixa (Método Direto);dfp
313;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-12-31;6.01.04;Pagamentos de sinistros, benefícios, resgates e comissões;-3965510.0;N;2018-01-01;;DF Consolidado;Demonstração do Fluxo de Caixa (Método Direto);dfp
